,text,label,Translated Text
1701,paano ko kaya sasabihin kay mama na need ki mag upgrade kasi delikado na xr ko sa IOS 18? HAHAHHAHAHAHA,non-suicide,how can I tell mom that I need to upgrade because my xr is already dangerous to IOS 18? HAHAHAHAHAHA
1702,Anong tulog tulog walang ganon,possible suicidal post,What sleep sleep there is no such thing
1703,Pano matulog?,possible suicidal post,How to sleep?
1704,Sorry for the nights when i made the wrong choice ~lany,possible suicidal post,Sorry for the nights when i made the wrong choice ~lany
1705,I guess my best wasnt good enough.,possible suicidal post,I guess my best wasnt good enough.
1706,Till our next eclipse.,possible suicidal post,Till our next eclipse.
1707,"me: nag fill up ng incident reort for late submission ng form 137 from jru  jeric: manila ka pa ha, sundan mo pa ha",non-suicide,"me: filled up an incident reort for late submission of form 137 from jru jeric: manila ka still, follow her"
1708,gagalingan! ??,non-suicide,get well! ??
1709,apaka tagal ng bus!,non-suicide,the bus takes so long!
1710,"teka, pause inom HAHAH makiki perya muna mami",non-suicide,"wait, pause drinking HAHAH makiki fair first mommy"
1711,"bukas pa naman ang stress, basta masaya kami ni ate @milyanggg ngayon! HAHAH",non-suicide,"stress is still tomorrow, as long as sister @milyanggg and I are happy today! HAHAH"
1712,natibok ulo ko kinakatok na naman ni Lord,possible suicidal post,"My head was pounding, the Lord was knocking again"
1713,"Lord, kung di man po ako makabawi ngayong midterm bawian niyo nalang po ako ng buhay hehe",possible suicidal post,"Lord, if I can't recover this midterm, just take my life away hehe"
1714,eto yong pain na gusto ko,possible suicidal post,This is the bait I want
1715,may oras silang sermonan ka pero walang time alamin yong nararamdaman mo or kamustahin ka,possible suicidal post,They have time to lecture you but no time to know your feelings or say hello
1716,god knows that i tried,possible suicidal post,god knows that i tried
1717,mas nakakapagod ata mag asikaso mag apply for ojt kesa mag ojt,non-suicide,it's more tiring to take care of applying for ojt than doing ojt
1718,Dude shows off the invisibility shield he made,non-suicide,Dude shows off the invisibility shield he made
1719,bad combo talaga yung may anger issues ka pero di ka confrontational,non-suicide,It's really a bad combo that you have anger issues but you're not confrontational
1720,"The disrespect I tolerated last year was beyond me, but never again.",non-suicide,"The disrespect I tolerated last year was beyond me, but never again."
1721,"Saya naman ng mata ko, naka eye glasses na. Ewan ko lang sa wallet ko ??",non-suicide,"My eyes are happy, I'm wearing eye glasses. I just don't know about my wallet??"
1722,ngayon ko pa naramdaman na kulang na kulang na pala ako sa tulog:)),possible suicidal post,even now I feel like I'm not getting enough sleep:))
1723,pumitik e,possible suicidal post,flip e
1724,warzone talaga ang aming bahay hahahaaha thanks guys,possible suicidal post,our house is really a warzone hahahaaha thanks guys
1725,sabi ko keep it lowkey lang pero nagpost pa talaga si mama,possible suicidal post,I said keep it low key but mom actually posted
1726,antok nalang,possible suicidal post,sleepy
1727,second sem na mayor wala pa din yong assistance hehehe,non-suicide,second sem mayor still has no assistance hehehe
1728,"huy tigilan niyo ako ha, wala kyo pake if mag-bigay ako or not sa inaanak ko bcoz of sudden expenses for my OJT. Kusilapan nakpay ??",non-suicide,"hey stop me, you don't care if I give or not to my child bcoz of sudden expenses for my OJT. Kusilapan nakpak??"
1729,"striving for freedom, and its inappropriate to compel everyone to share the same viewpoint. If imposition occurs with another gender, true equality is compromised.",non-suicide,"striving for freedom, and its inappropriate to compel everyone to share the same viewpoint. If imposition occurs with another gender, true equality is compromised."
1730,"ang tao, ang bayan, ngayon ay lumalaban!",non-suicide,"the people, the people, now fight back!"
1731,taray mag libot maglakad sa makati? akala mo di naka heels ??,non-suicide,do you want to walk around itchy? I thought you weren't wearing heels??
1732,eto na naman ako sa coping mechanism ko na mag order nang mag order,possible suicidal post,here I am again in my coping mechanism of ordering after ordering
1733,"never ko magiging deserve ang half love, iyo na yan. never agn magsesettle as almost",possible suicidal post,"I will never deserve half love, that's you. never agn settle as almost"
1734,di pa nag uumpisa tong week pero yong pagod ko sagad na,possible suicidal post,"This week hasn't started yet, but I'm already tired"
1735,"u know its getting bad again, pag isang beses ka na naman kumakain sa isang araw",possible suicidal post,"u know its getting bad again, when you eat once a day again"
1736,no energy to do things,possible suicidal post,no energy to do things
1737,cln slides talaga gift ko sa sarili ko next year,non-suicide,cln slides are actually my gift to myself next year
1738,"hindi puwedeng walang recognition ASEAN ko, hellooooo exchange student experience yon ????????",non-suicide,"I can't go without ASEAN recognition, hellooooo that's an exchange student experience ????????"
1739,"ganda ng view namin here sa taas, ice-cremate na bangkay",non-suicide,"we have a nice view here at the top, ice-cremated corpse"
1740,why don’t groups want to sing like this anymore omg ??,non-suicide,why don’t groups want to sing like this anymore omg ??
1741,"hanggang ngayon di ako ina-add ni mama sa viber ??, nagtatampo na ako",non-suicide,"until now mom doesn't add me on viber??, I'm sulking"
1742,"nakakapikon kapatid ko, walang pakinabang sa bahay hays",possible suicidal post,"My brother is tired, there is no use in the hay house"
1743,may 1 week pako para magdesisyon sa buhay myghad,possible suicidal post,I have 1 week left to make a decision in my life
1744,ninormalize na ang iyak para mabawasan ang bigat,possible suicidal post,crying has been normalized to reduce the burden
1745,si uncle ko lang pala pipitik sa akin potangina talaga HAHAHHAHAHAHAHA,possible suicidal post,It turns out my uncle is the only one who will flip on me really hard HAHAHHAHAHAHAHAHA
1746,hahaha tanginang breakdown sa dagat,possible suicidal post,hahaha only breakdown at sea
1747,"magtampo na sana ako kasi 3 lang nagreply out of 4, fo sana kami ni Rene hahahahaha",non-suicide,"I was about to sulk because only 3 replied out of 4, Rene and I would have been fo hahahahaha"
1748,Merry Christmas sainyo! ??,non-suicide,Merry Christmas to you! ??
1749,"Happy kiddo! ??  Finally, upgrading from #iphone7plus to #iPhone15   Love this color #blue ?",non-suicide,"Happy kiddo! ??  Finally, upgrading from #iphone7plus to #iPhone15   Love this color #blue ?"
1750,Ayy dapat pala need kilala nila para makapasok ng spes,non-suicide,It turns out that they need to know each other to get into the special
1751,"Last day of April ~  I hope #May will give me freedom, genuine happiness and peace of mind ?",non-suicide,"Last day of April ~  I hope #May will give me freedom, genuine happiness and peace of mind ?"
1752,Nagsasawa na ako sa sarili kong ugali!!!,possible suicidal post,I'm getting tired of my own behavior!!!
1753,Going under circumstances to conquer my emotions,possible suicidal post,Going under circumstances to conquer my emotions
1754,22yrs old pa give up na,possible suicidal post,22yrs old pa give up na
1755,i miss you a lot! ??,possible suicidal post,i miss you a lot! ??
1756,walang katapusan na pressure sa buhay tangina hahahahaha,possible suicidal post,endless pressure in life alone hahahahaha
1757,little things that arent little for me,non-suicide,little things that arent little for me
1758,0% energy for now,non-suicide,0% energy for now
1759,tired????,non-suicide,tired????
1760,God will meet you exactly where you are,non-suicide,God will meet you exactly where you are
1761,can we skip to the rich part,non-suicide,can we skip to the rich part
1762,Naipon yung pagod.,possible suicidal post,Tiredness accumulated.
1763,Sayang effort,possible suicidal post,Dear effort
1764,Hustle.,possible suicidal post,Hustle.
1765,Di ko na ramdam ah. Goodnight,possible suicidal post,I can't feel it anymore. Good night
1766,Suri na wag kana galit uwu,possible suicidal post,Please don't be angry uwu
1767,"sana this time, akin na ??",non-suicide,"hopefully this time, it's mine??"
1768,?? pasado sa cse bukas!!!!,non-suicide,?? pass the cse tomorrow!!!!
1769,"akala ko pag ginalingan ko sa trabaho, may salary increase ayun pala eh dagdag trabaho lang pala ????	non-suicial",non-suicide,"I thought when I went back to work, there was a salary increase, so it's just extra work????	non-suicidal"
1770,nalipat nga ako ng department na mas more ang gawa kesa sa dati pero nag eenjoy naman ako feeling ko nagggrow ako as a person ?,non-suicide,"I was transferred to a department that did more work than before but I enjoyed it, I feel like I'm growing as a person?"
1771,"maybe di ka lang talaga nya ganon kagusto bhi3! Thank you, next ka na hehez",non-suicide,"maybe he doesn't really like you that much bhi3! Thank you, you're next hehez"
1772,I lost the game I couldnt beat,possible suicidal post,I lost the game I couldnt beat
1773,Napakabilis makalimutan,possible suicidal post,It's so easy to forget
1774,"Life is short, but too long for me",possible suicidal post,"Life is short, but too long for me"
1775,Parang gusto ko umiyak bigla HAHAHAHAHA,possible suicidal post,I feel like crying all of a sudden HAHAHAHAHA
1776,Halos lahat ng napagusapan namin pumasok sa panaginip ko,possible suicidal post,Almost everything we talked about entered my dreams
1777,sana nga akin na to this time,non-suicide,sana nga akin na to this time
1778,kawawa naman na yung mga binabaha na pati house,non-suicide,poor people whose houses are flooded
1779,Grabe ulan when mo balak tumigil???,non-suicide,Heavy rain when do you plan to stop???
1780,pumasok lang kanina para maglimas ng tubig boset,non-suicide,just came in a while ago to clear water boset
1781,"Lord, please let me win this time ???????",non-suicide,"Lord, please let me win this time ???????"
1782,Im done.,possible suicidal post,Im done.
1783,Pwede naman siguro kami umiyak diba?,possible suicidal post,"Maybe we can cry, right?"
1784,"Iiyak na sana ako eh, naalala ko lalaki pala ako haha.",possible suicidal post,"I was about to cry, I remembered I'm a boy haha."
1785,Edi itigil na natin to,possible suicidal post,Let's stop it
1786,Sabagay parehas naman na tayong pagod,possible suicidal post,"After all, we are equally tired"
1787,Pwede bang i-cancel muna tong Monday? Wala ako sa mood,non-suicide,Can we cancel this Monday first? I'm not in the mood
