,text,Translated Text,Cleaned Text,label
1656,claiming na agad! ????,claiming now! ????,claim,Non-Suicide
1657,Aight natanggal ko na mabigat na pakiramdam,Aight I got rid of that heavy feeling,aight get rid heavy feeling,Possible Suicidal Post
1658,I live in a constant state of fear and misery.,I live in a constant state of fear and misery.,live constant state fear misery,Possible Suicidal Post
1659,Gusto kong sumaya,I want to have fun,want fun,Possible Suicidal Post
1660,Nanghihina ako,I feel weak,feel weak,Possible Suicidal Post
1661,Wala ako sa mood sa lahat ngayon,I'm not in the mood at all right now,not mood all right,Possible Suicidal Post
1662,"naks, discounted me here sa sm dahil sa philhealth hahahaha","naks, I am discounted here in sm because of philhealth hahahaha",naks discount sm because philhealth hahahaha,Non-Suicide
1663,mojitos tapos yelo lang! pero feeling ko mapapa night gala ako sa panglao,mojitos then just ice! but I feel like I'm going to be a night wanderer in Laos,mojitos ice feel like go night wanderer lao,Non-Suicide
1664,Amazing ??,Amazing ??,amaze,Non-Suicide
1665,dapt talaga nag cubao na lang ako,I really should have just gone to Cubao,really go cubao,Non-Suicide
1666,"katakot naman iyong bomb threat na yon, hindi kasi malabo lalo na from japan ??","That bomb threat is scary, isn't it vague especially from Japan??",bomb threat scary not vague especially japan,Non-Suicide
1667,"kakaparinig saakin na kelangan ko nang magtrabaho para magkasilbi ako, mas lalo akong nawawalan ng gana mabuhay","When you hear me saying that I need to work to make ends meet, I lose the will to live even more",hear say need work make ends meet lose live even more,Possible Suicidal Post
1668,grabe yung discrimination and insults na natanggap ko today hahahahaha,The discrimination and insults I received today were terrible hahahahaha,discrimination insult receive today terrible hahahahaha,Possible Suicidal Post
1669,"Nanay di ako pagod sayo haa, bobo lang talaga utak ko ngayon.","Mom, I'm not tired of you, my brain is just really stupid right now.",mom not tire brain really stupid right,Possible Suicidal Post
1670,sentimental pero feeling ko oa lang,sentimental but I feel okay,sentimental feel okay,Possible Suicidal Post
1671,"sobrang babaw, pero nalulunod kssksj","very shallow, but drowning kssksj",very shallow drown kssksj,Possible Suicidal Post
1672,true friends talaga!,true friends indeed!,true friend indeed,Non-Suicide
1673,"grabe naman ‘yong barko, apaka ingay","That ship is terrible, it's so noisy",ship terrible noisy,Non-Suicide
1674,NORMALIZE CHANGING YOUR OPINION ON SOMETHING AFTER LEARNING NEW INFORMATION. ITS OKAY. I PROMISE.,NORMALIZE CHANGING YOUR OPINION ON SOMETHING AFTER LEARNING NEW INFORMATION. ITS OKAY. I PROMISE.,normalize change opinion something after learn new information okay promise,Non-Suicide
1675,"Having money, as a woman, is sooooo important.","Having money, as a woman, is sooooo important.",money woman sooooo important,Non-Suicide
1676,u are suddenly the bad person when u return the same energy.,u are suddenly the bad person when u return the same energy.,suddenly bad person return energy,Non-Suicide
1677,Emergency!!!,Emergency!!!,emergency,Possible Suicidal Post
1678,Sakit ng tiyan ko!,My stomach hurts!,stomach hurt,Possible Suicidal Post
1679,Sakit mg ulo ko,I have a headache,headache,Possible Suicidal Post
1680,Sipon lubayan moko!,Catch a cold!,catch cold,Possible Suicidal Post
1681,Sakit ng katawan ko !,My body hurts !,body hurt,Possible Suicidal Post
1682,duda talaga if ma home sick ako. ganiyang ugali ba naman ipakita sakin :)))),I really doubt if I will be home sick. show me that kind of behavior :)))),really doubt home sick show kind behavior,Non-Suicide
1683,"Luffy as my wallpaper brings so much positive aura, his smile ??????","Luffy as my wallpaper brings so much positive aura, his smile ??????",luffy wallpaper brings much positive aura smile,Non-Suicide
1684,"nakaka tibo naman tong babae sa jeep, hawig ni Miss Janine De Leon","that woman in the jeep is really hot, she looks like Miss Janine De Leon",woman jeep really hot look like miss janine de leon,Non-Suicide
1685,hala male late pa nga,married late pa nga,marry late pa nga,Non-Suicide
1686,"barisara pa sa ilog, ayan puro gas gas sa kamay","next to the river, there is gas gas in hand",next river gas gas hand,Non-Suicide
1687,grabeng 2nd sem toh parang wala akong karapatang mabuhay nang masaya,terrible 2nd sem it seems like I don't have the right to live happily,terrible nd sem seem like not right live happily,Possible Suicidal Post
1688,ewan ko potAaaaa,I don't know,not know,Possible Suicidal Post
1689,PAGOD NA PAGOD NA PAGOD NA Q!!!!!,TIRED TIRED TIRED Q!!!!!,tire tire tired,Possible Suicidal Post
1690,nothings new,nothings new,nothing new,Possible Suicidal Post
1691,life is really tough ,life is really tough,life really tough,Possible Suicidal Post
1692,bakit parang namamaga naman na katawan ko dahil sa kape na ‘yon? ??????,why does my body feel swollen because of that coffee? ??????,why body feel swollen because coffee,Non-Suicide
1693,hay buhay,hi life,hi life,Non-Suicide
1694,There will be a night of long knives in the House tonight,There will be a night of long knives in the House tonight,night long knife house tonight,Non-Suicide
1695,"benta ko na ata plantsa buhok ko, palitan ko curler heheheh","I sold my hair straightener, I'll replace it with a curler heheheh",sell hair straightener replace curler heheheh,Non-Suicide
1696,paano ko kaya sasabihin kay mama na need ki mag upgrade kasi delikado na xr ko sa IOS 18? HAHAHHAHAHAHA,how can I tell mom that I need to upgrade because my xr is already dangerous to IOS 18? HAHAHAHAHAHA,how tell mom need upgrade because xr already dangerous ios hahahahahaha,Non-Suicide
1697,Anong tulog tulog walang ganon,What sleep sleep there is no such thing,what sleep sleep no thing,Possible Suicidal Post
1698,Pano matulog?,How to sleep?,how sleep,Possible Suicidal Post
1699,Sorry for the nights when i made the wrong choice ~lany,Sorry for the nights when i made the wrong choice ~lany,sorry night make wrong choice lany,Possible Suicidal Post
1700,I guess my best wasnt good enough.,I guess my best wasnt good enough.,guess best wasnt good enough,Possible Suicidal Post
1701,Till our next eclipse.,Till our next eclipse.,till next eclipse,Possible Suicidal Post
1702,"me: nag fill up ng incident reort for late submission ng form 137 from jru  jeric: manila ka pa ha, sundan mo pa ha","me: filled up an incident reort for late submission of form 137 from jru jeric: manila ka still, follow her",fill up incident reort late submission form jru jeric manila ka still follow,Non-Suicide
1703,gagalingan! ??,get well! ??,get well,Non-Suicide
1704,apaka tagal ng bus!,the bus takes so long!,bus take long,Non-Suicide
1705,"teka, pause inom HAHAH makiki perya muna mami","wait, pause drinking HAHAH makiki fair first mommy",wait pause drink hahah makiki fair first mommy,Non-Suicide
1706,"bukas pa naman ang stress, basta masaya kami ni ate @milyanggg ngayon! HAHAH","stress is still tomorrow, as long as sister @milyanggg and I are happy today! HAHAH",stress still tomorrow long sister happy today hahah,Non-Suicide
1707,natibok ulo ko kinakatok na naman ni Lord,"My head was pounding, the Lord was knocking again",head pound lord knock,Possible Suicidal Post
1708,"Lord, kung di man po ako makabawi ngayong midterm bawian niyo nalang po ako ng buhay hehe","Lord, if I can't recover this midterm, just take my life away hehe",lord not recover midterm take life away hehe,Possible Suicidal Post
1709,eto yong pain na gusto ko,This is the bait I want,bait want,Possible Suicidal Post
1710,may oras silang sermonan ka pero walang time alamin yong nararamdaman mo or kamustahin ka,They have time to lecture you but no time to know your feelings or say hello,time lecture no time know feeling say hello,Possible Suicidal Post
1711,god knows that i tried,god knows that i tried,god know try,Possible Suicidal Post
1712,mas nakakapagod ata mag asikaso mag apply for ojt kesa mag ojt,it's more tiring to take care of applying for ojt than doing ojt,more tiring take care apply ojt than ojt,Non-Suicide
1713,Dude shows off the invisibility shield he made,Dude shows off the invisibility shield he made,dude show invisibility shield make,Non-Suicide
1714,bad combo talaga yung may anger issues ka pero di ka confrontational,It's really a bad combo that you have anger issues but you're not confrontational,really bad combo anger issue not confrontational,Non-Suicide
1715,"The disrespect I tolerated last year was beyond me, but never again.","The disrespect I tolerated last year was beyond me, but never again.",disrespect tolerate last year beyond never,Non-Suicide
1716,"Saya naman ng mata ko, naka eye glasses na. Ewan ko lang sa wallet ko ??","My eyes are happy, I'm wearing eye glasses. I just don't know about my wallet??",eye happy wear eye glass not know wallet,Non-Suicide
1717,ngayon ko pa naramdaman na kulang na kulang na pala ako sa tulog:)),even now I feel like I'm not getting enough sleep:)),even feel like not get enough sleep,Possible Suicidal Post
1718,pumitik e,flip e,flip,Possible Suicidal Post
1719,warzone talaga ang aming bahay hahahaaha thanks guys,our house is really a warzone hahahaaha thanks guys,house really warzone hahahaaha thanks guy,Possible Suicidal Post
1720,sabi ko keep it lowkey lang pero nagpost pa talaga si mama,I said keep it low key but mom actually posted,say keep low key mom actually post,Possible Suicidal Post
1721,antok nalang,sleepy,sleepy,Possible Suicidal Post
1722,second sem na mayor wala pa din yong assistance hehehe,second sem mayor still has no assistance hehehe,second sem mayor still no assistance hehehe,Non-Suicide
1723,"huy tigilan niyo ako ha, wala kyo pake if mag-bigay ako or not sa inaanak ko bcoz of sudden expenses for my OJT. Kusilapan nakpay ??","hey stop me, you don't care if I give or not to my child bcoz of sudden expenses for my OJT. Kusilapan nakpak??",hey stop not care give not child bcoz sudden expense ojt kusilapan nakpak,Non-Suicide
