,Unnamed: 0,text,label,Translated Text,Cleaned Text
1545,1545,"Wala na talagang natutuloy na plano ko sa buhay, tapos yung mga biglaan pa yung nangyayari, pero masaya HAHAHAHAHAHA",non-suicide,"I don't really have any plans in life anymore, then the sudden things happen, but it's fun HAHAHAHAHAHA",not really plan life anymore sudden thing happen fun hahahahahaha
1546,1546,Funny how Im on a lookout for it these past few days only for it to present itself to me and catching me off-guard,non-suicide,Funny how Im on a lookout for it these past few days only for it to present itself to me and catching me off-guard,funny how im lookout past few day only present catch guard
1547,1547,In another life i will be happy,possible suicidal post,In another life i will be happy,another life happy
1548,1548,I wish you where here to support,possible suicidal post,I wish you where here to support,wish where support
1549,1549,Take away everything from me,possible suicidal post,Take away everything from me,take away everything
1550,1550,Nasaktan ako sobra sa sinabi mo,possible suicidal post,I was hurt too much by what you said,hurt much what say
1551,1551,hirap,possible suicidal post,hard,hard
1552,1552,Ill definitely miss it,non-suicide,Ill definitely miss it,ill definitely miss
1553,1553,Thats such a weird dream Ive had of you. I dont even know why you are there and what the me is doing and feeling in that dream,non-suicide,Thats such a weird dream Ive had of you. I dont even know why you are there and what the me is doing and feeling in that dream,thats weird dream ive dont even know why what feel dream
1554,1554,Thats 4 times in a row. I wonder what that means,non-suicide,Thats 4 times in a row. I wonder what that means,thats time row wonder what mean
1555,1555,Genshin just gave me the worst Abyss experience ever. Why the heck does one enemy need three different elements to defeat? Just why? ??,non-suicide,Genshin just gave me the worst Abyss experience ever. Why the heck does one enemy need three different elements to defeat? Just why? ??,genshin give bad abyss experience ever why heck one enemy need three different element defeat why
1556,1556,"When it comes to things I have to remember, I just cant. On the other hand, I cant not remember things I want to forget, smh",non-suicide,"When it comes to things I have to remember, I just cant. On the other hand, I cant not remember things I want to forget, smh",come thing remember cant hand cant not remember thing want forget smh
1557,1557,wow ganda ng mga sub ngayong sem halatang wala akong karapatan mag pahinga,possible suicidal post,"wow, the subs are great this sem, obviously I have no right to rest",wow sub great sem obviously no right rest
1558,1558,sige kape hangang hindi namamatay,possible suicidal post,go ahead and drink coffee until you die,go ahead drink coffee die
1559,1559,alam ko namang kakayanin ko pero syempre iiyak muna ako,possible suicidal post,I know I can handle it but of course I will cry first,know handle course cry first
1560,1560,a looooooOooong hug is needed.,possible suicidal post,a looooooOooong hug is needed.,loooooooooong hug need
1561,1561,acad break pls!!!,possible suicidal post,acad break pls!!!,acad break pls
1562,1562,My dreams havent done anything but scare me nowadays,non-suicide,My dreams havent done anything but scare me nowadays,dream havent do anything scare nowadays
1563,1563,"No matter what may come, being the RL that I am, I will always greet it with a smile and enthusiasm ??",non-suicide,"No matter what may come, being the RL that I am, I will always greet it with a smile and enthusiasm ??",no matter what may come rl always greet smile enthusiasm
1564,1564,"The longer I delay, the longer I can hold on to the blind hope that I can stay. I want to, but perhaps a new chapter has already been written for me to take part on.",non-suicide,"The longer I delay, the longer I can hold on to the blind hope that I can stay. I want to, but perhaps a new chapter has already been written for me to take part on.",long delay long hold blind hope stay want perhaps new chapter already write take part
1565,1565,"They say, the sooner the better, but Id say thats not always the case. Learning things sooner wont really make it easier and faster to accept it.",non-suicide,"They say, the sooner the better, but Id say thats not always the case. Learning things sooner wont really make it easier and faster to accept it.",say sooner good id say thats not always case learn thing sooner wont really make easy faster accept
1566,1566,Love of my life,non-suicide,Love of my life,love life
1567,1567,"The rain be angel in disguise. Hindi na nga makababa ng hagdan, paano pa kaya kung magbike ??",non-suicide,"The rain is an angel in disguise. Can't go down the stairs anymore, how about riding a bike??",rain angel disguise not go down stair anymore how rid bike
1568,1568,"GgEz gym. Enjoy now, iyak later sa sobrang sakit ng katawan",non-suicide,"GgEz gym. Enjoy now, cry later because the body hurts so much",ggez gym enjoy cry later because body hurt much
1569,1569,My dreams either show me what I love or what I fear the most,non-suicide,My dreams either show me what I love or what I fear the most,dream either show what love what fear most
1570,1570,I am not yet prepared and will never be prepared for that to happen,non-suicide,I am not yet prepared and will never be prepared for that to happen,not yet prepare never prepare happen
1571,1571,"You be gone for 5 days, even ran an errand yet didnt even said your goodbye before you go. Meh as if I care that much either way",non-suicide,"You be gone for 5 days, even ran an errand yet didnt even said your goodbye before you go. Meh as if I care that much either way",go day even run errand yet didnt even say goodbye before go meh care much either way
1572,1572,"He be gone for 5 days, even made me do an errand for him yet he didnt even said his goodbye before he went. Meh as if I care that much",non-suicide,"He be gone for 5 days, even made me do an errand for him yet he didnt even said his goodbye before he went. Meh as if I care that much",go day even make errand yet didnt even say goodbye before go meh care much
1573,1573,Pool Frisbee would never be this fun if its not with them,non-suicide,Pool Frisbee would never be this fun if its not with them,pool frisbee never fun not
1574,1574,Another day well spent with the homies ??,non-suicide,Another day well spent with the homies ??,another day well spend homies
1575,1575,"Vibes are realized and noticed. I can feel when you dont care for me, I can feel when you dont like me 4real, I can feel everything. I can feel when the energy is forced so we dont have to pretend. I rather not...I can love you and care for you from a distance. Normalize (1/2)",non-suicide,"Vibes are realized and noticed. I can feel when you dont care for me, I can feel when you dont like me 4real, I can feel everything. I can feel when the energy is forced so we dont have to pretend. I rather not...I can love you and care for you from a distance. Normalize (1/2)",vibe realize notice feel dont care feel dont like real feel everything feel energy force dont pretend rather not love care distance normalize
1576,1576,I knew I shouldnt play those songs yet I still did. Now Im filled with conflicting emotions again,non-suicide,I knew I shouldnt play those songs yet I still did. Now Im filled with conflicting emotions again,know shouldnt play song yet still im fill conflict emotion
1577,1577,Love is such a roller coaster ride,non-suicide,Love is such a roller coaster ride,love roller coaster ride
1578,1578,"I guess 8 days is all it takes if you know what youre doing. The past me took 3 months, LMFAO",non-suicide,"I guess 8 days is all it takes if you know what youre doing. The past me took 3 months, LMFAO",guess day all take know what youre past take month lmfao
1579,1579,"Not a person, not an animal, but a thing. A thing thats kept me sane during the whole time of pandemic",non-suicide,"Not a person, not an animal, but a thing. A thing thats kept me sane during the whole time of pandemic",not person not animal thing thing thats keep sane whole time pandemic
1580,1580,Stories about friendships always give me goosebumps the most,non-suicide,Stories about friendships always give me goosebumps the most,story friendship always give goosebumps most
1581,1581,"Pag hindi na talaga bumukas nanaman PC ko, magcacry ako",non-suicide,"When my PC won't turn on at all, I cry",pc not turn all cry
1582,1582,gusto ko na matulog pero parang di ko deserve kahit pumikit hahahahaba,possible suicidal post,I want to sleep but I don't feel like I deserve to even close my eyes hahahaha,want sleep not feel like deserve even close eye hahahaha
1583,1583,syimpre magrrant nanamn ako kasi di ko masolve yung prob potangjna hahahahahauwbxwknx kbye,possible suicidal post,Of course I'm going to complain because I can't solve the problem hahahahahaauwbxwknx kbye,course go complain because not solve problem hahahahahaauwbxwknx kbye
1584,1584,babaw mo  haha mamaya na,possible suicidal post,you're shallow haha ​​it's later,shallow haha later
1585,1585,potangina talaga,possible suicidal post,really potangina,really potangina
1586,1586,tanginang buhay to,possible suicidal post,only life,only life
1587,1587,"Grabe namang kidlat yan, 1 weeks worth ata yun eh, kala mo may nag air bombing",non-suicide,"That's a lot of lightning, that's 1 weeks worth, when you have air bombing",lot lightning week worth air bomb
1588,1588,When shall me meet again after parting? For life is like the morning dew.  -Hanachirusato,non-suicide,When shall me meet again after parting? For life is like the morning dew.  -Hanachirusato,meet after part life like morning dew hanachirusato
1589,1589,"It all went to drain once more, buti nalang nagpapakaresilient na tayo kunyare",non-suicide,"It all went to drain once more, it's good that we are becoming more resilient",all go drain once more good become more resilient
1590,1590,I hope it never ends,non-suicide,I hope it never ends,hope never end
1591,1591,"Twitter umayos ka, saya-saya ko tinatype tweet ko tapos magfoforce close ka bigla, balik mo tinype ko, HAHAHAHAHA",non-suicide,"Twitter fix it, I was having fun typing my tweet and then you force close suddenly, go back to my typing, HAHAHAHAHA",twitter fix fun type tweet force close suddenly go back type hahahahaha
